text,sentiment
thanks !!my real name is nadia,positive
(Sep 2013) took almost 1 year for decent reminders. Is still annoying to click twice to view the notes. Not very productive! (Oct 2019) with new interface the notes disappeared. The interface is just a copy of Wunderlist or TickTick. What is the point of paying a subscription when the competition offers the same functionality (reminders and notes) for nothing?,negative
"Best free calendar is now unacceptable with full audio, full screen video ads. The price to avoid the ad mugging is ridiculously too much. Uninstalled and looking for another.",negative
"If you're a procrastinator this app will change your life! I have a tendency to avoid the things I need to do by snacking or playing video games so this app has been perfect for me. I'm great at making to-do lists but suck at execution. This app has helped me with so many areas of my life, chores around the house, my quality of work at my job, I've even been using it to develop safer driving habits. The community is also very supportive, it's really fun to play with a friend and party up.",positive
 Oh God bless you,positive
 aww preciate the loves hunnie,positive
This app is good but I can't access 5 habit because I need premium to access it 🙅🤷,neutral
"A fun way to get into habits. Makes me want to do things in real life as I find it very rewarding. I think it would be helpful if there was a timestamp on the dailies/habits as to when you last checked the item off. I don't have the best memory and feel like some days I double up on certain tasks because I can't remember if I've checked it off or not alredy 😅 I would like to see how long it has been since I last did a task, again, I often forget. Other than that it's fantastic!",positive
Trying to figure out how this works  ... BOO,neutral
Update: noticed this app sending data to Facebook when I set up my firewall. No bueno.,negative
 oh lucky u!! i need to send mines away to get fixed,positive
G`morning Twitter World   A relaxing family Sunday methinks,positive
Watching ET today!  <3 Supposed to have a clip from New Moon  Hating Drag Me To Hell,neutral
"YAHOO! volleyball, hiking, eating a fish eye, witnessing, sleeping on the beach, jumping rocks, & hanging where Jurassic Park was filmed!",positive
Enjoying afternoon tea with my friends.. Cake delicacies equal sweet time,positive
@_mmmichelle you`re in france?!?! cheri!,neutral
Got about 2 hours sleep.,neutral
 I`m going to the show in Amsterdam!  Can`t wait!,positive
daddy is in the hospital  i dont like it!,negative
"Used to love this app, but after the update it's dumb and no longer useful.",negative
The mission to Wales to find the worlds greatest welsh cake with  was a success - as none are better than my nan`s,positive
Yeah yesterday I turned 16. My parents rented me out a hummer limo. It was pretty cool,positive
 awesome run report!   Did you see the bald eagle on the lighthouse?  That was their hangout when I last ran Discovery Park.,positive
"Why do you get rid of things after making users use to it?? What happened to the press and hold to multi select? Why can't I type 'tomorrow' and click backspace to remove the auto calendar add like I was able to before the update. Thanks for the new features but don't take out the old ones, or at least add an option in the settings to keep things the same",neutral
"Clean design, easy interface, keeps me on task.",positive
@_Cheshire_Cat_,neutral
Counting the minutes when my dad`s g-friend is leaving,neutral
"going out with my tita gi, sister and my beloved lola! Were going to treat her for dinner! Wohoo... So excited and hungry...",positive
checkin twitter out!,neutral
It would be a very good choice for those who want a daily base motivation to make your way to build on the habbit..try not to break the streak of your habbit goals at any cost from which you can gain the max from this app . Well built interface with motivational images loved it❤,positive
"I love this app, but since the last update I can't use it properly, it doesn't respond and has lags. Please solve this problem within the next update.",negative
 I think you forgot a couple exclamation points.,neutral
"_GreenWizard ah ha! Cool, will look into that more closely when i get on a proper sized screen! Thanks",neutral
 Honored to tweet ya...,positive
Terrible app,negative
"Finally the school day ended, Friday Friday Friday w00t! But it`s raining outside.",neutral
It doesn't ring or do any sign to remind me about my work,neutral
good enough👍👍👍,positive
" Awww, that sucks. Maybe it`s on Youtube somewhere?",negative
 feeling any better hon?,neutral
"Sound now works but when I have the phone's Do Not Disturb feature on my wake up alarm task notifies but no sound. I have it set to ignore Do Not Disturb and have it set to alarm. My other alarm app does sound off during this time but not as reliable as Task, so it's not my phone causing no sound issue, what else could it be Stephen? You get it working and you get 4 stars, restore still does not work, gave up on that.",neutral
TimeTune is a great app too keep up with dailu routines. It has many useful options and it's overall great.,positive
 hasn`t shipped yet  I won`t get over there until at least 7. I`ll call you.,neutral
"In this free version, we can add 5 habits only.",neutral
"Unable to log in, unable to create a new account or link to facebook",negative
Not free! You will be billed without you knowing about the loss of your money.,negative
  Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.,negative
"No replacement for Wunderlist, tasks are only getting added on the bottom of the list... Completely useless... Update: Still not fixed even so many people complain.",negative
 at least after this you`ll be done!!,positive
"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics",positive
"its at 3 am, im very tired but i can`t sleep",negative
"This has been really engaging in my tasks and goals and I am just at day two of using it. For the app, it would be cool if there was a notification for any chat threads users are on so if anybody had a follow-up question, I would be able to return to the inquiry and add more to the discussion if needed.",positive
_ I got 71! That`s more than I`m following... I feel special now,positive
I really like this app to establish a new routine. I strongly rely on my calendar at work but setting it up for routines outside of work is tedious. At first it takes a moment to understand how repeating activities are set up but now it's a great tool! Feature suggestion: it would be also really great if you could include a habit tracker into the same app.,positive
_de_B You have to email her - she only gets what people want in so they aren`t on the site. Shame about the trousers,negative
"is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo",positive
why im not sleeping  !!,negative
http://twitpic.com/4wh0o - My mommys gummy mothers day posterrr!,neutral
Thinks twitter doesn`t like me,negative
there's a bug preventing me to add names on tags please fix this,neutral
aww i feel bad cause i dunno if nicole is in the city looking for me. she`s probably worried  srry hun,negative
"Loved it...until the projects feature was going to cost me a yearly fee. 
Honestly, I wanted to try it and see if it works for me so you lost me when 
you made the features I wanted cost.",negative
best show of my life. mcfly rocks my world  i wanna meet you guys ;;,positive
I love this app it's very cool. I'm having fun with it. 🤗,positive
"Used this app ages ago, loved it, got it back again last week but now I hate this app because it no longer works with my Samsung Gear Fit2 Pro. Deleting....for good...not happy",negative
 Kudos! love some homemade french toast!,positive
The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,negative
snowbear has finally come out...congrats che and warren,positive
You can't even try it out. They are automatically asking you to pick a subscriber plan before you can even see a calendar or anything.,negative
"I love that all my calendars are integrated in one spot, work, school, kids, small business. its pretty, functional, tracks meals, to dos and water intake. I'm thrilled to have something pretty to add joy to my day. Thanks Beta Team!",positive
has work to go to.,neutral
EVERYONE KEEP CHECKING DEMISTYLESOURCE.COM....NEW UPDATE COMING SOON!,neutral
"why I love so much, why your make me smile all the time? why your so special but i cant have u  ? I get scared to try.",neutral
"Game is great, can give back results where you put in effort. However when I last tried to put in a task everything was empty and I cant seem to log back in.",neutral
Thanks to:      New followers!,positive
thank god for some overcast and ivory. Trying to get my mom to take me out to lunch egh doesnt look like its gonna work.,positive
  Thanks Mr. DJ!,positive
The reason why I can`t find the latest Arena magazine is because it has folded due to the recession. Grrrrr. GQ/FHM survive? No justice.,negative
going out for the good ol` `soak` tonight for a mothers day feed.       in love more then ever,positive
Customise and tailored according to your needs. Best for every class of jobs as well as for students for making their routine. Go for it guys.,positive
"#lebron best athlete of our generation, if not all time (basketball related) I don't want to get into inter-sport debates about   __1/2",positive
No Outlook Calendar support. Most business people use Outlook...,negative
"Its actually improved how I do things, and caused me to be more active, I love this app!",positive
It was to difficult and takes a lot of time to create a routine,negative
this one goes out to Jimmy Fallon and Justin Timberlake...doin` their Gibb Bros show on SNL  ? http://blip.fm/~5z1vd,neutral
"Very nice and useful. Would be even better to be able to set less than 12 hour cycle, as series of short events inside short time period (e. g. a few consecutive stand-ups) are not easy to see.",positive
Damnit Day 26 is at Northpark mall..I use to live near there  someone steal Mike for meeee!,negative
"the play`s over, it was really good",positive
Guess who has internet at her house? *raises hand* And it`s not dial up.,neutral
The ship has landed.,neutral
"I like so much BUT i have a advice. Like, if you make completed task go down automatically",positive
 I am actually wanting to buy a bus one day & turn it into a motor home. Imagine a whopping big BlokesLib logo on it,neutral
Very helpful,positive
Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH,positive
 I have to figure out how this works!! I don`t get it  Hope you`re doing well!!!,neutral
Its a nice app a plesent representation of what you put in your task list to-do list or meeting list . Learning the app and for myself getting everything to sync up properly took a little bit of patience but I got it and all's good.,positive
" Yeah it did, it explained everything",neutral
 Helloooo (: Star Wars day is cool  LOOL. Wen do you go to Cnaterbury then ? x,positive
" Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.",neutral
Kept crashing,negative
Think I`ll go enjoy the sun`s rays again...I LOVE being off work,positive
Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   _writes,negative
_90 haha agreed  LOL,positive
Didn`t meet Rosie O Donnell but it was still a fun night,positive
The Premium version of the App does not sync across multiple devices. I use an android phone and a chromebook and it still does not work. Don't bother with Premium.,negative
Ace I love it,positive
Sadly the UI isn't adapted for the Pixel 3 XL,negative
   I`ve always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!,neutral
"If recent experience is anything to go by, I fear I might be going off Indian food. This is not good, people. Not good",negative
_berra happy birthday!,positive
Well hopefully I`ll see you both   at the conference,positive
"It's the best app for organizing my days. But I have a little bug, when it's running in the background I don't get notification about my new activity and I have to refresh the background data to resolve this problem. It would be great if you could fix this little annoying bug.",positive
This app is just impossible to use without the whitelist functionality which got removed from the free version. Great shame.,negative
Still need to investegate all the features but already impressed. Will go Pro soon.,positive
Heading to San Francisco,neutral
 good luck with it..Do well!! My best wishes are with you!,positive
"such lovely weather, i wanna go out!",positive
"Fun for university students The only problem is they don't order the tasks by date, do you have to be careful not to miss homework. Now that i think about it, it's actually a big problem for students using the app. It is fun, overall, and I do homework to keep my avatars alive. Think Tamagotchi",positive
" i gotta say, i`m a little jealous",negative
is still amazed at the awesomness of last night. The discussion was great! Looking forward to a great week! Only 10days until I go home,positive
 my interview if picked is NY too. But you probably forgot about me after blogtalk radio.,negative
"Great concept the idea of this is great but theres a couple things that need work and i have a few ideas app is very slow or laggy. Sometimes it wont let me click on the sugested address. Also would be useful to be able to click address in planner and pull up directions in google map, i would also like to be able to link a list to a event and or address would also like to be able to ""build my desired layout ,more themes and stickers",neutral
"_K Why thank you ver much!  I appreci-****-ate the compliment. I do my level best, you know. Can`t let mother down.",positive
 poor thing. come watch tv at my house  lol,negative
"Best free calendar app I've used, syncs with Google and outlook calendars...... ....Edited from 5 to 2 stars...the video ads are too painful. I've already read the default reply to the other reviews complaining about this. I know the fee is low and one time...I promised myself I'd get the paid versions of all the free software I use once I'm not on student income. But I'm not rewarding this painful ad practice by going paid. I will pay for a different calendar.",negative
DIVERSITY DIVERSITY DIVERSITY TODAYYYYYY!!!!!!!!!!!!!,neutral
" We didn`t...but we did have to wait a good twenty minutes for one.  Good night, though!",positive
Early morning R&B.  ? http://blip.fm/~5jimj,neutral
I`m hurtling headlong into a day of spanish and art. but my view is: after tomorrow it`s just REVISION and extra frees,negative
Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,positive
" Yeah,we say shite alot here. you say it as shiiite,rhyming with light",neutral
_44 Thanks!! It was a bit out of my comfort zone but it was fun,neutral
.....headache,negative
 shame Freud can`t follow up on those implications,negative
 hay naku!!madaya ka talaga ah hehe ..hey happy mothers day to your mom nga pala   and to your mom also,positive
@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :),negative
 it was just the handle tg,neutral
"omg, did anyone see the wee girl on bgt..!**** sucha shame",negative
Bah a coworker ran into work late and her bag smacked into my knee  it really hurts now,negative
very simple design that makes adding a task complex! also most useful features are premium.,negative
 How`s the head this morning?,neutral
I just single handedly killed 4 flies and a crane fly with my hairbrush!! I`m gonna go disinfect it now...but bugs beware!!,neutral
" Fun to read, thanks! You Brits make things interesting  Funny they whittled 33 saints days to four,... http://ff.im/-2zgfk",positive
"Dragging myself to work, missed my fitness class this morn. Need one more weekend day",negative
 LOL  I know what ya mean. Watching everyone else act a fool is much better the  not remembering acting a fool yourself,positive
My grandparents cat may die... I love that cat. I swear if he goes... / / /,neutral
This tune can make alarm? I set a few alarm is not ringing..,negative
good idea and work i would like to give it 5 stars if you solve my problem im using asus zenfone 3 max and app not able to detect my usage of other apps and plant never withers even if i close the app i give every permission it demands but it still continues im pro version user by the way,neutral
OFFICIALLY booked for seattle with  and  it`s going to be THE best birthday weekend EVER!   :you made me sad,neutral
"It is a cool app, but the calendar feature required to be bought. That should be informed to the users before installation. In addition, it would be a good idea if skills can increase over time, and skills can decrease characteristics.",positive
 Always have wanted to go to Oz,neutral
 I will! promise to bring me back something from the moon?,neutral
Wow everyone at the Google I/O conference got free G2's with a month of unlimited service,positive
"I'm migrated user from wunderlist. Hasn't found any issue with this app I use this from mobile and pc's browser, I can say that the sync is fast, very like it",positive
"One of the billions of to-do lists app. Nothing special. Unpredictable non-intuitive behavior, as usual. Useless hints for features, that are obvious. I've thrown this app away after the third time, when I accidentally removed my task while simply scrolling the list.",neutral
Super convenient,positive
Great apps for maintain schedule,positive
"I have used this app for years. I have always paid for the premium version. At first, it was my favorite app, but it has gotten steadily worse. Now it is very glitchy. It closes randomly and typically takes up to three minutes to open which is very embarrassing when I'm trying to set an appointment with a customer. It also randomly unchecks completed tasks and reverts to older versions of my schedule. The developers are uncaring and blame my phone (Note 8). I'm looking for a new app.",negative
  I should be doing history.....,neutral
how sad was Hollyoaks,negative
You cant set reminders without paying. What is the point of an electronic to do list if you cant be reminded to do your tasts.,neutral
Notifications are not working after upgrading to Android 10...,negative
this is a horrible day.,negative
" Thought you was one of the best on Heroes, pitty they are killing all of the good characters off  how do i use this thing!? lol",positive
 I don`t have a VCR...,neutral
"I got Taks to replace Todoist. Later, I deleted Tasks and went back to Todoist. Still not happy, I brought back Tasks and now run both apps side by side on my phone. Perfect solution. Todoist carries the heavyweight must-do daily work load. I refer to it two, maybe three times a day. But Tasks is there to be fleet of foot and versatile - a quick list here, a few to dos there. Adding to and ticking off right throughout the day. That is my way. But Tasks would be a great stand-alone app too!",positive
is still working  #fb,neutral
Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...,negative
_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,positive
Without wings again,neutral
Mowing #6. I hate my lawn,negative
 Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,positive
 me too! Yay he got in. And the other kid who cries a lot,neutral
wow i love how we have no headache medicine in this house.,negative
Me &  are laying in the back of a fox truck on the drive down to the race!  LOL,neutral
"It's a good start...I currently have a 1 month subscription. Needs more habit type features. Needs to track , display and keep a record of current and longest streaks. Repeat option needs much more options like; 1. A way to track a task that's done a certain number of times a day like 3 times a day. 2. Repeat week, should also have the option to have the task done a certain amount of days not just on specific days. 3. Achievements should have an option for completing consecutive days.",neutral
" w00t, have a red wine now",neutral
"Even after several updates, the problem persists: Despite adding and sceduling tasks, the calender inside the app isnt showing any tasks at all. No tasks visible at all in the in-app calendar view. In the calendar widget however, i can see tasks arranged datewise. Honestly, yours is a really nice app with features, but what's the point to having them if they don't work in the first place.",negative
"The #1 Best Habit Tracking app in my opinion. You can record the amount of activities you do and see the final result at the end of week. When recording your activities, It shows your average amount of the activities done during the week . This app also keeps my life back on track and reminds me what i need to do throughout the day and its very convenient. This app is extremely easy to use and it is free! I honestly wouldnt be able to live without it. Thank you. ❤️",positive
"I love this App, just a question for future thought, the native Samsung Calendar app (S8) when you tap a day you can easily swipe left or right via a box to easily show what appointments you have, any chance for someday a L/R on Business Calendar??",positive
And I wanted us to leave at 12:45 to do a 1 p.m. showing (staff retreat mini),neutral
Chemistry is not fun..,negative
Epsilon Greater than Zero misses her Mommy.  http://apps.facebook.com/catbook/profile/view/5626035,negative
Message me to book your piercing appointment now !,neutral
 have fun without me pasty  <33,positive
finally leaving this place! woohoo! school time!,positive
Had a fun late night talk with   Good night world.,positive
NOVEMBER updates broke a lot of functionalities. Please fix guys. - choosing alert notification sounds - ability to close off tasks on notification bar - lost full purchase info,negative
I Like it so far.,neutral
so so tired..,neutral
Is getting more and more excited about thorpe park tomorrow,positive
_boo jealous  can you add `and I really wish nicole was here..but we all know what she`s really doing` to that tweet?,neutral
The should be some kind of dashboard where as administrator monitor progress on particular tasks and also have tasks maned by two or more personal,neutral
I miss matt today,negative
  whenever you are mama!  Let`s do it,positive
"Mahalo  great show!   aloha, thx for makin it out to Kauai, we enjoyed it!  Safe trip",positive
i feel in love with pizza girl... now i eat pizza everyday,positive
iono...I guess I`m getting off now. L8r twits,neutral
I liked it but the due date you can't change only the due time. Also getting the feature up for the due time is hard enough so going to try a different app.,neutral
"I used this app for a long time. But now, I don't know what happened. The alarm doesn't ring and the notification bar isn't working. The reminders don't work as well. I don't know why, but this app is working worst everyday...",neutral
 you got it. poor thing not gonna have a choice for much longer though,positive
 very long by the sounds of things... But deadlines are Deadlines...,neutral
tomorrow He`ll gone to new home...I was Born single(our little puppy of basset hound),neutral
staying home because I`m badass.,positive
last night sucked... too many bad dreams about spiders and rogue octupi,negative
"Might be good, but it doesn't have task library and trying to set everything up myself is not worth it.",neutral
Sky man is quite friendlyand likes joey  still annoyed that I got woke up about half eight though,neutral
I would give it a 5 but I recently got a new phone and I cannot sync at all. I really needed it to sync. Very disappointed because I followed all the steps in my email. Please help,neutral
The features are good but unfair to pay on yearly basis,negative
 omg that was my twin sister`s fav song,positive
"The app is absolutely amazing, but with the loss of the whitelist feature, I can't set apps to be allowed to switch to. I do *not* want to pay extra for a feature that used to be free. Especially since I use my phone for most tasks through the day and I like having the ability to allow those apps to be opened workout killing the tree. Also, the tree dies when you get a call now, or when replying to notifications, which I used to be able to fix with the whitelist, but I'm just left with a ton of withered trees now.",neutral
 all the photos  niceeeee,positive
Just retired and struggled with getting a routine. I like to keep the same tasks on my morning routine and my evening routine. Check them off...then uncheck later for the next day. I made a to do task for things that are not the norm. I really like this...its a help and keeps me from chasing squirrels,positive
Watching Ripley`s Believe it or Not while eating=bad choice,negative
"Dear Team! I've been using this app since ages and I'm mostly satisfied but with Android 10 I lost the pop-up notification feature in the app. How can I restore it? Without pop-up notifications, only 4 stars. 😔 Thanks in advance! Reaction for the developer's comment: Even if I click on the notification in the status bar, it doesn't open pop-up but the event itself. And anyhow, pop-up notification is crucial for me, otherwise I simply miss the notifications from the calendar. Any ETA? 😔",positive
"I love this app, it combined of my calendars and keeps me on task.",positive
So sad you didn`t day Hello to me  ,negative
 Cause its true!!! It would!!! Hahaha... I Love YOU,positive
Best productivity App till now🌠🌠🌠🌠🌠,positive
I`m sad Twits!  I`m going to miss  musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them!,neutral
"Apresenta problemas de autenticacao direto e, o pior: qd desinstalei o programa e o reinstalei,na tentativa de conseguir autenticar e logar na conta,perdi todas as minhas informacoes anteriores,ja q a unica alternativa de importacao que eu tive era a do wunderlist,nao a da conta da microsoft salva na internet.",positive
"Not all tasks reach completion, some need to be deleted and rightly so. But by design delete action is tucked away under three dots menu and then behind confirmation message. Thus making deleting tasks in bulk deliberately harder, probably to keep fake karma number high and jack up usage statistics.The swipe action on the list should be customisable so delete action can be set when its swipe left. Also since recent updates the upgrade to premium nudge is slapped everywhere.",negative
 anytime!.. literally hahaha,neutral
 hahahahah!! 04 would be the chief contributors. lol.,neutral
" i wnt there yesterday!  wish u could go with me someday u,u LOOVE YA <3",positive
Not showing contact suggestions after the latest update. I am using Nokia 6.1 Plus with Android Pie latest security patch.,neutral
The pop-up advertisements make the free version impossible to use. I will be forced to change to a different app after years of use,negative
"I had Wunderlist, but it changed to Microsoft To Do. To Do is more clunky than Wunderlist. It does not currently group starred items by category. It does not have a variety of theme back grounds, and the sharing of lists with others had to be done list-by-list and was unnecessaryily time consuming. I am hoping to see significant improvements in thia app.",negative
"Well, she`s getting through.",positive
I`ve been to Best Buy & Target and still no Electrik Red album! I`m loosing hope..they`ve never even heard of the girls,negative
"Hides too much behind the subscription. The day views are an example of this. You'll need to pay each month for the ability to see your data displayed in month, week, 3 day, etc. The app feels broken with all of buttons you can press that nag you to pay monthly for features that should only be paid for once. The features that aren't locked behind the subscription can be found in other to do apps. I tried this app and ended up choosing a different one.",negative
 lol same here....wish there was a way to microsize everything...lol,neutral
" Yeah I just accepted UBC`s offer last night, but I dunno if I`ll still make it in because I`ve been slacking off a lot lately.",negative
This porridge tastes ****! I cba with today man.,negative
i still DON`T have the internet @ home  ****,negative
"No way to integrate with google assistant on a pixel. It's great app by itself, but unless developers figure out a way to make this happen, this gets one star. At the moment todoist has a work around, but ultimately, im just looking for something that allows me to get thoughts into a task list without needing to search for my phone and get into the app. Sorry devs.",negative
dang last url went down  ? http://blip.fm/~7aigm,negative
Just shot my new .22 rifle!  The auto-reset plinker target I built in shop class works great!,positive
I used to love this app but I have bought a new phone and whenever I open the app it crashes and doesn't open. I've already uninstalled the app and installed it number of times but still the problem exists. Please look into it ASAP!,negative
 noo sorry my love...after that i`m going to pop about 7 zyrtec and go to sleep,negative
 ......when I find chays keys  im gonna clean my room up tomorrow. They`ll pop up,neutral
thinking about recent job opportunities and hoping to get one! and gettng ready for church,positive
 I think I have some tea somewhere. It`s probably old though.,neutral
good morning. today is my last day of 'freedom'. back to work tomorrow. i`m sorta stoked-not stoked. but well.,neutral
"really bored today. just ate a bowl ful of rasberries and grapes, now i`m waiting for my dinner",negative
"Automatically completes task, for the day, as I open the program. I do not have any access to see what was completed or if I lost something important I have to do.",negative
"i dont like the new update. tapping the circle to finsish taps is not nearly as satisfactory as the swipe from before. more importantly however, this means i very easily mark tasks as done from the widget by accident as it only requires one tap now. (before the widget required 2 taps to mark a task done which is how wdgets should be).",neutral
Is warm soy milk and amazake with cocoa powder and agave,neutral
Charley horses in both legs all night. What the ****?,negative
 I AM A CHILD OF THE DIGITAL AGE I USE TWITTER TO ASK SUCH QUESTIONS do not bring logic into this,neutral
I really enjoyed this app but now if I delete a daily reminder I still get the notification for it! Which is highly annoying! Please fix this it distracts me from my work each time I here my notification go off for a deleted reminder,negative
  Sorry to hear that.,negative
another week starts,neutral
Well that is nice.  Loving the new Friends organiser too.,positive
 Yea once - me and my friends flew out to amercia to see her w/ the Jonas brothers  . have u? haha i hate bebo :p . aw cant wait,neutral
This habit tracker is fairly good in its own right but there are ways it can be improved a lot. Perhaps it can be more specific. Perhaps it can become more addictive with certain rewards for teaching certain goals.,neutral
"Really like this app, keeps crashing... Fix that, 5*",neutral
It still won't stop ringing and I tried to change the tone and it wouldn't do that either. This is after the update,neutral
 tweet us a story  X,neutral
"At first it appears cluttered, but it won't take you very long to figure it out and by then you'll love it.",positive
"New android widget is garbage. ""Full control"" yea ok you took away useful features and gave us more theme options. Can no longer open app from widget and most importantly you can no longer select multiple tasks from the widget which was super useful for rescheduling.",negative
"_NZ busy,fun mother`s day thanks  got what I wanted...a Wii Fit!!! Yay",positive
 Thank yooou! I might have to get it seen to... hm...  ****,positive
The real AIG scandal / http://bit.ly/b82Px,negative
It good,positive
Great Calendar and planning app. Easy to use and get the job done. Well worth the extra money for the Pro version. I enjoy the extra theme's. I recommend this over Google Calendar.,positive
"I love this app so much, I've had it for almost a week and I've only found one bad thing about it. It's absolutely adorable and it's helped me stay off my phone and make it fun to do so. The problem I've had is that when I get video chat requests from Instagram my trees die but I fixed it by muting video chat requests. Overall it's super fun :)",positive
"omg! taylor and selena broke up  sooo sad, aw i think i actually like selena now. poor gal.",negative
Super helpful app. It help me in my study,positive
Excellent calendar app. The best.,positive
"Good app. a lot of useful features. As a premium customer, I would like to have the ability to export to an excel or spreadsheet program for reporting purposes. Also, the app freezes a lot on Windows",neutral
"waking now, so lazy and very worry ...",negative
"sorry  I misspelled twice already. Im notgiving you up, just have to run  ? http://blip.fm/~5jjxr",negative
mom just woke me u[p and i am so mad i was dreaming about  shoes  she whants me to go to the river it is so stupid,negative
" i chewed up a Starbucks and a Subway gift card at Christmas time, I got in big trouble. I not allowed near purse.",negative
It was great for 1 day! I cant open it! A waste of time! I need to uninstall and download it again for it to work for just 1 freaking day! Dont download!,neutral
"well, thanks for the app and the nice touches and effort that've been put in it. However, there are other simple things you can adjust: - adding colors options for every habit - making marking with color scheme and check marks at the same time - making an access on laptop - when I put measurable habit he ask me about the account twice!! Idw what is for? I know you want to keep the app with beautiful simplicity, which is great, but you should offer more options for those who wants more",positive
in Newcastle enjoying the family  With mum on mother`s day for the 1st time in years!,positive
 Hope you get your car today   Hate anything that stops me from my work ;),neutral
"  you have been busy, have a lovely time",positive
"btw , , , and , i ordered some of yer merch yesterday.!  <33333333333",positive
Looks good until you have to pay 3£/month to add labels,negative
I love my Kindle2. No more stacks of books to trip over on the way to the loo.,positive
will deplurk! GAH!! need to concentrate on Jap! Visit my http://jynxedpanda.com (site) if you have time  heh... http://plurk.com/p/rr2ly,negative
Stupid app,negative
App is no longer functional. Cant even Start app without it malfunctioning. Cant change username or character. It was fine before the update!,negative
still shopping and looking for shoes now,neutral
I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny,neutral
Makes me more productive,positive
" last night after long drive, slept really well, now time for dino`s wasstraat",positive
" yep, so I **** it.",negative
Reminder feature is not working 🥱,negative
 that was funny! LOVED IT! I almost fell for it. Haha,positive
i was helping my dad re decorate my bedroom. time 4 a shower!,neutral
Very flexible for now.. . Waiting for the long term results,positive
 OMG are u still naked 1313 XDD omg i miss you so muuch,negative
"Using the app since years, now whenever open the app, trying to save an entry, full page advertisement opens for atleast 30 seconds causes missing what more to enter on different dates, this app is at its worst",negative
"Out for a walk in the cornish countryside, on the great British bank hol   http://bit.ly/AILUn  http://yfrog.com/6rwwtj",neutral
"I like the app a lot, but some features are a little annoying. I have a few suggestions. - More ways to tweak what the widgets look like (currently they take up a lot of space). - It would be nice to see the completed tasks together with active tasks instead of them disappearing. - Task subcategories! Please! 💚 - Biggest gripe: because of the way the entire list item is like a button, I keep accidentally checking tasks that weren't actually done. +Bugged unchecking. Pls fix. Thanks💚💚💚",positive
not feelin 2day,neutral
Is working all weekend,neutral
Fits my needs almost exactly!,positive
"This is a great app, and would be 5 stars. The reason it isn't, the early reminder notifications stopped working for me, at all. They had been working fine, then for no reason that I can find, they stopped. I've tried reinstalling the app, but this didn't fix it. I am getting a reminder at the time my tasks are set for (or 3 - 4 minutes late) though. It's incredibly frustrating as this is the only app I've found that offers early reminders, and I'm trying to use that to complete tasks on time.",neutral
"It's perfect application , I love it",positive
" Thanks, Kelly! You are too sweet!",positive
" Every time I have Friday off. Sadly, that`s not too often",negative
"Great app. Had a quirk pop up last year, but historically best user interface, synced well, and wonderful functionality!",positive
whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back,positive
Sharapova loses 1st set 6-1,negative
 I`m thinking the 'Chevrolet Doom' would be fitting for GM,positive
Writing in yearbooks make me wanna cry,negative
itchy back!! dont ya hate it!,negative
_shaw night babe,neutral
"Ever since Orchid quit drinking from a bottle, she`s been eating us out of house and home! Holy **** girl! Still not drinking milk though",neutral
May the 4th be with you all,positive
"Great idea, and everything looks good but the top and bottom buttons are covered by navigation bar on the Pixel 3 XL making it unusable. Couldn't even click the button to report the bug within the app so I'll change my rating once this is fixed.",neutral
 yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd,negative
Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,negative
 then i kill Bradies gf and have Bradie,negative
 I`M A CELEBRITY TOOOOO!,neutral
" yip, that would be a sign that you`ve been on the dodgy sites Jo... eish boet, it ain`t cool",negative
 What software do you use to design sites? I`m a CS student and currently I hard code everything. It`s not the fastest way...,negative
"Great colors, list & notes with sub-lists, lots of options... but terrible to navigate. very confusing and all over the place. :/ if you want something very detailed, will spend the time to learn to use it, and want tons of colors to differiate your lists then this is for you.",neutral
Im bumbed though cuz ima miss da laker game        |double sad face|,neutral
 I been following.... LOL.. just dont be paying attention to little ol Mylan,neutral
Gorgeous day! Off to Hash around Waterley Bottom - wonderful name for a village! Quiz Mistressing at the Porto this evening,positive
 did you tweet me? i thought i remembered seeing one but i cant see it now! SO glad teatree is ok!,positive
